issuer,validity_start,validity_end,sha256_fingerprint,cert_length,public_key_length,secure_connection,encryption,website,category
R11,17-Aug-24,15-Nov-24,26:3E:90:37:95:69:75:B8:F1:62:19:71:70:A1:76:7D:FA:37:B6:BB:2A:38:14:DB:C4:A9:52:04:52:C1:93:76,1591,4096,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",savetherhino.org,Rare Animal Conservation
Go Daddy Secure Certificate Authority - G2,01-Jul-24,01-Jul-25,32:FF:74:DE:88:DA:FE:DF:00:97:4B:BB:BF:02:28:6A:A0:BF:3D:90:C7:9D:74:3F:CD:7A:EA:35:66:B1:3D:A8,1676,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",pandas.org,Rare Animal Conservation
R10,29-Jul-24,27-Oct-24,FD:AE:24:90:D6:E1:AA:62:44:87:EE:BE:BA:6F:36:5B:9E:23:43:CA:CD:CB:94:82:83:C6:F0:53:E3:AB:B3:3A,1951,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",conserveturtles.org,Rare Animal Conservation
E6,04-Jul-24,02-Oct-24,D8:91:7A:39:2B:87:DD:3E:E0:08:76:3B:4C:76:FB:10:F8:C0:BE:C9:95:98:5F:EB:61:FE:17:3E:CA:C2:26:9C,923,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",worldwildlife.org,Rare Animal Conservation
R11,01-Aug-24,30-Oct-24,A5:32:29:36:1D:65:EF:68:31:FA:54:BC:8A:77:CD:3E:26:94:89:9B:F7:46:AA:BF:A8:5D:A7:89:30:62:42:C3,1473,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",defenders.org,Rare Animal Conservation
Go Daddy Secure Certificate Authority - G2,03-Jun-24,03-Jun-25,71:8B:EE:10:8F:47:A2:AF:20:B0:E5:50:7B:49:28:3F:A1:E0:9A:EC:C3:D0:35:FF:BE:A3:7E:F5:69:32:FD:D1,1694,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",iccfoundation.us,Rare Animal Conservation
R10,26-Aug-24,24-Nov-24,4F:03:B2:DA:31:4D:21:62:47:A2:7D:94:9B:16:6A:D1:D1:14:FC:D8:71:7A:74:3A:4F:1E:42:CB:CB:28:DF:21,1366,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",speciesconservation.org,Rare Animal Conservation
Amazon RSA 2048 M02,21-Apr-24,19-May-25,01:4C:AC:E6:C6:D2:0E:7B:36:11:77:ED:B0:F0:44:F3:90:E4:D9:7B:BB:DE:44:8F:6B:44:91:31:85:48:10:05,1508,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",sciencedaily.com,Science/Research
R10,06-Jul-24,04-Oct-24,15:3C:D1:8C:94:4E:9E:12:B5:06:CD:82:86:6A:97:DA:A4:DF:0C:72:41:09:71:87:D6:0D:4A:BF:3C:10:3E:35,1271,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",springernature.com,Science/Research
Go Daddy Secure Certificate Authority - G2,13-Oct-23,13-Nov-24,81:C7:5A:06:8E:FC:B1:5A:82:54:F8:6F:42:F9:FD:55:57:51:74:A3:14:F5:B3:24:73:4C:70:B6:3B:9F:25:44,1691,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",frontiersin.org,Science/Research
ZeroSSL RSA Domain Secure Site CA,22-Jul-24,20-Oct-24,4E:A6:0D:C2:86:A5:35:65:D3:BC:B6:D4:A3:A0:A1:4B:96:29:57:16:6D:8C:65:7D:0A:67:64:16:E3:FB:49:52,1855,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",mdpi.com,Science/Research
WE1,10-Aug-24,08-Nov-24,98:43:60:99:DA:0C:DA:A0:16:48:A0:10:92:27:EA:4E:E0:07:DF:B4:D1:BF:F7:57:CC:B2:95:E1:D5:04:49:A4,945,256,TRUE,"('ECDHE-ECDSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",cambridge.org,Science/Research
GlobalSign RSA OV SSL CA 2018,17-Jan-24,17-Feb-25,50:02:53:02:ED:46:E7:B3:DF:B7:BF:84:9C:4D:38:65:07:9E:FA:C8:61:F5:CC:49:DF:AC:7F:16:93:FE:30:38,1621,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",elsevier.com,Science/Research
DigiCert Global G2 TLS RSA SHA256 2020 CA1,14-Nov-23,20-Nov-24,34:4D:4A:D2:53:BE:68:5A:8A:FA:14:89:C3:B9:7D:81:A2:E0:EC:43:BF:E7:E1:55:AE:34:8B:F8:19:99:31:14,1771,2048,TRUE,"('ECDHE-RSA-AES256-GCM-SHA384', 'TLSv1.2', 256)",wiley.com,Science/Research
WE1,19-Jul-24,17-Oct-24,5C:09:E2:44:78:8E:F7:97:C8:9D:3A:28:FB:49:56:BC:B0:86:4E:51:17:CC:AA:D9:71:0D:5E:9D:9D:BE:F4:31,952,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",royalsocietypublishing.org,Science/Research
WE1,10-Aug-24,08-Nov-24,66:C0:26:99:E9:09:35:0D:CF:88:0F:26:DB:35:F3:88:AD:4E:A2:3A:DA:8D:65:E5:D5:4A:8E:D8:0B:BF:0D:43,918,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",pnas.org,Science/Research
WE1,25-Aug-24,23-Nov-24,03:91:9B:41:E9:5F:55:5F:67:3D:BE:36:8D:33:D2:7D:C5:52:B1:45:6F:58:9D:CE:30:B5:DC:EE:12:DB:16:FF,937,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",hindawi.com,Science/Research
Cloudflare Inc ECC CA-3,19-May-24,31-Dec-24,35:57:FC:B3:B4:EC:52:BA:6E:91:5E:82:C5:68:24:E6:6F:6C:91:C2:CC:E3:B6:04:27:BE:C9:1A:D4:41:BC:02,1307,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",taylorandfrancis.com,Science/Research
DigiCert Global G2 TLS RSA SHA256 2020 CA1,01-Sep-23,26-Sep-24,9F:C1:51:B5:00:1E:5D:E3:B8:E0:61:3D:4C:8F:44:DC:81:24:69:F8:64:2B:C1:B0:D0:89:A9:A0:BC:DE:33:8E,2144,4096,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",sagepub.com,Science/Research
Amazon RSA 2048 M02,26-Jul-24,24-Aug-25,D1:EE:13:F8:FB:87:7C:5B:B2:1F:47:40:CA:8F:AF:D9:BB:ED:6C:8C:82:AD:EF:06:6E:32:75:F3:28:A9:63:51,1482,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",bmj.com,Science/Research
Amazon RSA 2048 M02,07-Nov-23,05-Dec-24,17:C2:58:BE:BB:A3:14:00:AD:18:54:21:83:C9:5B:7B:4F:4E:88:F9:7F:7D:2C:03:98:C8:88:63:80:E7:44:B7,2538,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",craftsy.com,Hobbies/Crafts
DigiCert EV RSA CA G2,03-Apr-24,04-May-25,81:98:9E:5B:45:9E:FC:53:85:9F:E4:3E:03:C4:E7:A6:29:E5:A3:18:B6:48:EA:04:47:E6:F1:77:29:5E:30:0C,2131,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",instructables.com,Hobbies/Crafts
Go Daddy Secure Certificate Authority - G2,12-Sep-23,13-Oct-24,37:C2:FC:2B:A3:59:2B:3F:89:94:AB:5E:66:89:82:D2:71:34:3D:71:96:7A:70:69:ED:80:3A:58:B8:F7:7E:43,1683,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",makezine.com,Hobbies/Crafts
Amazon RSA 2048 M02,12-Dec-23,09-Jan-25,A3:9F:8D:4C:29:60:9F:91:03:B1:E7:FB:52:A9:44:0D:30:2D:46:C2:DC:13:B9:AE:00:C5:4D:C0:36:DD:A9:B8,1526,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",knitpicks.com,Hobbies/Crafts
R11,24-Jul-24,22-Oct-24,E9:0B:FC:5D:74:1C:46:32:16:04:CB:90:BC:F8:AF:CA:D1:90:61:EC:06:24:0F:50:87:60:A5:34:17:63:71:7A,1276,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",sewmag.co.uk,Hobbies/Crafts
WE1,28-Jul-24,26-Oct-24,09:E6:B4:A9:9F:B4:1E:CB:07:0E:A5:6B:50:F7:53:BC:3E:45:D1:BC:6F:34:37:5F:83:1D:60:1B:93:9A:3C:EC,958,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",artofmanliness.com,Hobbies/Crafts
Amazon RSA 2048 M02,07-Nov-23,05-Dec-24,17:C2:58:BE:BB:A3:14:00:AD:18:54:21:83:C9:5B:7B:4F:4E:88:F9:7F:7D:2C:03:98:C8:88:63:80:E7:44:B7,2538,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",modelrailroadacademy.com,Hobbies/Crafts
WE1,26-Jul-24,24-Oct-24,88:B6:14:D5:89:EB:49:EC:57:7F:FC:EA:26:10:28:FF:97:5C:30:F9:5D:47:14:9A:AE:64:9B:80:64:7B:BB:17,941,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",gardenista.com,Hobbies/Crafts
DigiCert Global G2 TLS RSA SHA256 2020 CA1,20-Jun-24,05-Jul-25,11:FF:1E:A7:6B:14:71:AD:54:6C:D4:6A:90:F9:74:0C:A9:05:40:4C:03:98:27:AC:47:91:02:05:15:3A:27:06,2154,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",apartmenttherapy.com,Hobbies/Crafts
R10,17-Jul-24,15-Oct-24,00:03:DE:FD:13:17:36:AD:96:BE:C5:9F:B9:6F:86:30:C0:F6:65:C9:E4:E4:FF:4A:C4:2F:C0:66:D3:F6:67:A1,1309,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",steampoweredfamily.com,Hobbies/Crafts
R11,29-Jul-24,27-Oct-24,36:EA:1B:4D:AE:8F:EA:15:CF:3B:CA:06:8F:9E:12:4F:15:15:61:45:42:38:E6:F3:22:CB:38:D2:4D:D8:44:D1,1287,2048,TRUE,"('ECDHE-RSA-AES256-GCM-SHA384', 'TLSv1.2', 256)",craftgossip.com,Hobbies/Crafts
WE1,08-Aug-24,06-Nov-24,BB:31:24:06:5E:F7:09:86:F3:C3:6E:8F:BC:6A:80:A9:73:18:5D:D6:36:52:8C:6A:BE:58:A4:C3:8F:3F:33:10,942,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",craftster.org,Hobbies/Crafts
R10,07-Jul-24,05-Oct-24,37:18:B4:5B:FE:88:F0:87:A6:BB:B4:5E:82:51:04:27:2F:C7:FC:B9:44:46:24:E3:D0:AB:40:A1:FE:1C:EF:2B,1263,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",bhg.com,Hobbies/Crafts
Amazon RSA 2048 M03,11-Jan-24,09-Feb-25,4C:BF:B1:BA:1A:1F:5B:38:7D:49:03:A4:7E:1C:81:92:0C:DA:DE:25:93:84:E3:1E:1B:08:A0:79:18:7D:4A:3B,1531,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",hgtv.com,Hobbies/Crafts
R10,05-Jul-24,03-Oct-24,5F:51:4C:73:E9:6F:F4:4C:4C:14:C4:B2:B7:97:47:E9:E1:59:7C:1F:E5:C8:79:72:2D:02:73:CB:77:93:77:20,1287,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",woodmagazine.com,Hobbies/Crafts
WE1,06-Jul-24,04-Oct-24,DF:74:BA:20:C4:53:69:0C:E6:8F:18:E8:11:6C:98:1B:C0:C5:E3:3E:1C:21:37:D3:D3:8C:0B:B3:C7:31:7D:5E,960,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",finewoodworking.com,Hobbies/Crafts
Go Daddy Secure Certificate Authority - G2,26-Jan-24,26-Feb-25,08:17:4A:73:CD:13:4A:64:1B:55:5F:BC:C7:21:7E:82:64:98:6A:76:2E:68:94:DF:92:C7:61:A9:1F:5C:AB:09,1687,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",scrapbook.com,Hobbies/Crafts
Amazon RSA 2048 M02,23-Mar-24,20-Apr-25,36:D1:1E:15:78:33:28:27:D5:34:76:23:9F:4B:59:DA:70:2E:2F:C0:C1:80:67:BA:5F:10:BD:13:AE:F8:63:03,1538,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",500px.com,Photography
Amazon RSA 2048 M03,02-Feb-24,02-Mar-25,A6:DB:02:60:A5:52:7D:4A:7D:94:FD:D7:87:EC:CE:86:E3:AC:86:CF:6D:FA:24:C1:F6:80:16:92:93:DF:1E:3D,1501,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",fstoppers.com,Photography
E5,24-Jul-24,22-Oct-24,BF:B1:20:12:A7:E9:2A:1A:2B:B1:22:D4:AA:0D:E6:41:89:0B:BC:8C:CF:47:49:F9:77:A2:99:16:AF:D0:C7:1C,909,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",dpreview.com,Photography
R10,07-Jul-24,05-Oct-24,B4:40:DB:CD:DA:72:31:B5:4E:65:B5:BF:8E:EF:5C:6B:3D:5C:C0:94:91:D6:3A:65:4E:43:C3:F6:F1:70:DC:A0,1306,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",digitalcameraworld.com,Photography
WE1,24-Jul-24,22-Oct-24,D8:6D:A1:7E:E3:07:1F:0F:C4:2F:EB:97:09:24:A6:31:C0:E2:B4:F4:F0:02:BD:D5:47:7B:D1:A6:90:F6:67:16,943,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",petapixel.com,Photography
WE1,22-Aug-24,20-Nov-24,94:D8:4E:06:45:FE:6B:7C:ED:91:BE:29:01:26:FA:15:81:BE:BB:AA:7A:6D:9D:42:57:4E:1E:62:78:F2:0D:46,964,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",imaging-resource.com,Photography
R10,26-Jul-24,24-Oct-24,D6:5E:F3:67:EB:B3:13:CF:75:C8:BF:BB:4A:C3:39:06:63:16:64:03:E5:45:26:22:47:C9:89:3D:34:4E:5E:3E,1254,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",pixsy.com,Photography
Amazon RSA 2048 M02,07-Jun-24,06-Jul-25,AE:7A:94:6D:C7:3C:5F:40:18:03:3F:D4:13:83:0E:40:D0:22:42:B4:06:8B:E7:42:71:66:7E:BF:1F:B4:AD:C3,1506,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",photobucket.com,Photography
Amazon RSA 2048 M03,23-Jul-24,21-Aug-25,AD:DF:0B:9C:4B:1D:D9:30:C8:98:BA:84:2A:D3:F3:B4:48:49:AD:54:62:E1:7A:DE:40:30:F4:4B:56:24:08:83,1970,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",shutterstock.com,Photography
Amazon RSA 2048 M03,18-Feb-24,18-Mar-25,67:72:9D:3D:A6:61:A8:B5:CC:23:D8:39:D0:77:AC:81:E8:7C:C9:55:43:A4:C0:97:96:03:84:3C:30:9E:08:CA,2451,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",gettyimages.com,Photography
Amazon RSA 2048 M02,11-Apr-24,11-May-25,93:A0:43:DD:22:A3:C1:79:02:DD:CF:59:47:5A:53:80:97:CA:34:C3:B6:C3:A7:2D:C5:CA:40:0B:D0:0B:66:A7,1611,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",alamy.com,Photography
Amazon RSA 2048 M02,18-Aug-24,15-Sep-25,8C:3F:D0:BD:B2:C7:83:D5:CB:BC:76:D7:17:BE:77:3C:9A:6D:E9:3C:68:1D:F9:27:FE:F9:0E:DC:CC:3D:1F:85,1863,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",istockphoto.com,Photography
Amazon RSA 2048 M03,06-Dec-23,04-Jan-25,55:42:A7:2F:8F:F3:22:50:EA:20:34:8B:CA:02:6A:19:F2:19:94:EB:79:FA:C0:EB:6A:40:73:8A:F7:D0:1F:7D,1490,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",fotolia.com,Photography
GlobalSign Atlas R3 DV TLS CA 2024 Q1,03-Apr-24,05-May-25,92:90:81:C1:28:E0:21:47:57:19:16:39:8A:D9:DB:40:21:DE:2C:DD:D7:77:80:04:DD:D3:57:B2:5E:C1:6D:3F,1630,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",unsplash.com,Photography
E5,25-Aug-24,23-Nov-24,8F:02:26:5C:89:65:C2:97:3A:C7:31:C3:0A:26:B1:D3:83:02:6F:52:F2:B0:BE:BA:A6:39:DB:C7:15:57:8D:5D,888,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",pexels.com,Photography
Amazon RSA 2048 M03,29-Jan-24,25-Feb-25,C8:D3:19:E0:61:1D:21:7D:EF:2C:93:4C:C7:EC:03:9D:43:39:BF:1F:DF:8F:02:71:BF:A7:04:AE:63:37:BA:3C,1520,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",smugmug.com,Photography
Cloudflare Inc ECC CA-3,14-May-24,31-Dec-24,2C:64:FC:45:8A:90:DF:E1:30:D7:F4:54:5E:33:FE:8A:24:83:8F:A6:07:6E:57:A6:F6:37:17:DB:CF:1F:76:5A,1290,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",zenfolio.com,Photography
E6,07-Aug-24,05-Nov-24,9B:CA:E7:EC:EE:DF:36:7C:A5:10:EE:B2:70:81:56:CA:52:83:AE:DB:A5:C4:10:52:AD:8D:CB:34:31:86:D2:A6,903,256,TRUE,"('ECDHE-ECDSA-AES256-GCM-SHA384', 'TLSv1.2', 256)",photo.net,Photography
WE1,12-Aug-24,10-Nov-24,45:E4:8C:0B:86:70:CC:B2:5A:54:C4:E6:E7:15:F9:2A:09:EF:60:36:1B:DA:24:A4:99:E0:14:9B:29:94:1E:89,963,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",thephoblographer.com,Photography
R10,06-Jul-24,04-Oct-24,F7:BC:62:9C:77:9B:8E:1D:93:85:4F:72:4F:A8:59:2B:4A:68:FD:E4:E2:7F:72:6C:E6:76:AA:09:55:C2:F2:51,1264,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",treehugger.com,Environment/Nature
E5,22-Jul-24,20-Oct-24,0E:5C:CF:FC:C6:26:39:57:53:30:F3:48:13:48:5F:70:65:0B:E8:9D:05:56:4F:26:00:2C:F0:0E:C8:4A:AF:15,896,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",mongabay.com,Environment/Nature
R11,16-Jul-24,14-Oct-24,EE:5E:40:8B:FC:31:E3:67:C0:61:01:70:77:AD:CA:F0:E9:3D:4F:FC:23:87:49:C5:75:F9:7B:8A:BE:73:8B:BB,1264,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",greenpeace.org,Environment/Nature
WE1,28-Jul-24,26-Oct-24,10:C0:CA:25:B9:7D:D2:03:A1:AE:FB:B2:14:1E:3A:27:A3:4E:76:9D:8F:D5:D9:AA:11:26:0D:A9:C4:0F:D3:21,923,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",wwf.org,Environment/Nature
E5,14-Aug-24,12-Nov-24,11:B5:2A:55:84:97:9E:02:3B:11:2D:9C:32:4D:86:E2:34:9A:C2:7C:19:FD:47:57:15:6C:BF:BE:D7:61:42:BD,900,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",conservation.org,Environment/Nature
R10,18-Aug-24,16-Nov-24,29:15:3A:C9:65:A4:03:C8:19:00:AE:96:48:25:27:7F:CD:74:D6:BE:9E:5A:DF:EA:1F:C6:60:4F:5A:5B:1C:87,1256,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",nature.org,Environment/Nature
Go Daddy Secure Certificate Authority - G2,09-Nov-23,09-Nov-24,10:00:7A:1D:14:54:82:FE:0F:C7:E1:5D:55:6F:75:C7:73:97:F4:AE:AA:0F:6F:EC:B7:B5:4F:2F:EE:F6:5F:4E,1690,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",sierraclub.org,Environment/Nature
E5,07-Aug-24,05-Nov-24,35:7B:74:1E:2C:9D:A0:EC:A9:C1:DA:6C:14:BD:E4:FF:E9:5D:E9:D5:D5:C2:F5:05:0F:94:AB:C3:CC:BE:15:BA,910,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",ecowatch.com,Environment/Nature
WE1,27-Jul-24,25-Oct-24,CC:D3:F1:ED:9D:CC:6B:83:21:A2:B9:D9:B2:E9:AD:97:92:B9:56:2F:21:44:B7:B8:F0:EB:67:3B:A3:62:4D:1A,925,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",earthday.org,Environment/Nature
WE1,09-Aug-24,08-Nov-24,EA:8C:6E:8A:23:D7:72:E5:E9:0E:5A:A5:D7:33:C7:7F:36:F1:BA:EE:92:44:EB:CE:98:E0:56:93:5F:C1:02:03,1003,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",rainforest-alliance.org,Environment/Nature
WE1,24-Jul-24,22-Oct-24,03:87:02:86:1C:95:DF:96:08:09:36:BB:63:AF:6A:A6:DD:E3:E2:CD:34:17:37:A1:86:BE:29:F6:CE:30:9D:84,963,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",oceanconservancy.org,Environment/Nature
E5,15-Jul-24,13-Oct-24,11:57:31:B6:D2:A3:23:E5:63:55:65:B6:28:BB:81:80:30:18:61:ED:18:4D:E7:E0:1E:6C:45:E2:39:C5:C3:27,900,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",carbonbrief.org,Environment/Nature
E5,17-Jul-24,15-Oct-24,F1:E1:7F:5D:4B:E0:78:34:97:AA:6A:1C:72:CE:A9:19:36:E9:B4:CB:F4:58:F9:42:1F:82:24:28:76:D2:8F:48,901,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",cleantechnica.com,Environment/Nature
WE1,19-Aug-24,17-Nov-24,18:54:5D:E4:B2:61:B0:5C:F6:C4:C0:2F:92:1A:D2:A9:B2:AB:37:F3:FB:51:59:CC:25:4B:F9:99:8A:65:62:35,939,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",greenbiz.com,Environment/Nature
E5,07-Aug-24,05-Nov-24,B8:AE:62:36:AE:3D:9E:9C:46:BA:3F:66:61:E5:B2:EB:BB:C2:36:06:EA:A1:37:2A:F1:26:94:FA:98:AA:75:AF,903,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",grist.org,Environment/Nature
R11,20-Aug-24,18-Nov-24,17:29:FB:0D:10:8E:57:B9:F1:4E:67:10:DA:19:F3:B0:41:1A:63:99:B7:BB:04:FC:AC:41:B2:21:D1:6F:F6:93,1278,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",scientificamerican.com/environment,Environment/Nature
R10,02-Jul-24,30-Sep-24,8A:66:8C:00:6A:98:1D:47:4D:99:0A:F9:E3:50:4E:96:E2:07:66:0E:25:48:4A:C4:7E:CD:88:5E:D2:10:FE:D0,1269,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",ensia.com,Environment/Nature
WE1,05-Aug-24,03-Nov-24,73:49:5B:45:1E:E7:A0:6B:BD:69:0D:C7:40:2D:E8:2A:90:D9:91:43:CF:36:9D:8B:F5:C1:E1:13:C2:E5:90:4E,977,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",climaterealityproject.org,Environment/Nature
R11,08-Aug-24,06-Nov-24,36:98:90:96:7B:66:EC:CE:74:9A:82:0E:80:7A:15:A6:C7:7B:62:E3:D7:EB:08:F7:B3:91:B6:2C:4F:48:DC:3F,1252,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",nrdc.org,Environment/Nature
R11,19-Jul-24,17-Oct-24,6A:4E:7A:9D:C0:4F:08:ED:21:50:17:4B:9B:AC:71:BD:11:D9:B3:37:9E:70:C0:76:0E:F0:83:B5:AE:16:FB:72,1272,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",history.com,History
GlobalSign RSA OV SSL CA 2018,26-Jun-24,19-Jul-25,4A:F5:61:F0:09:06:C5:89:3C:CF:D1:5C:87:C3:27:1A:33:32:98:4D:4C:D1:8F:3A:72:4B:40:3B:A5:C1:11:AD,2042,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",bbc.co.uk/history,History
WE1,03-Jul-24,01-Oct-24,9D:A4:27:96:A3:B5:AF:4E:7F:63:89:13:57:7F:44:64:E1:C0:F4:BB:6B:B5:38:1A:34:68:61:1D:CC:0E:C5:55,934,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",ancient.eu,History
Amazon RSA 2048 M02,21-Nov-23,18-Dec-24,83:16:38:D5:F1:8C:A9:7F:7E:9F:75:A1:05:E9:B8:08:7D:36:E3:31:21:18:69:E5:71:92:E0:41:C0:D5:66:9E,1610,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",smithsonianmag.com/history,History
WE1,06-Jul-24,04-Oct-24,82:2C:CA:06:C7:BD:70:8B:89:DE:E9:AF:66:97:9F:66:1E:57:86:12:74:4F:48:5C:33:E7:40:0B:24:E6:FA:39,972,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",allthatsinteresting.com/history,History
GlobalSign Atlas R3 DV TLS CA 2024 Q1,12-Jan-24,12-Feb-25,72:DB:30:04:89:77:9B:43:6D:7D:03:22:F7:65:26:9C:9E:D3:40:35:A6:D9:1E:77:71:44:A3:B1:6A:AC:E6:8F,2975,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",historyextra.com,History
Amazon RSA 2048 M02,07-Nov-23,06-Dec-24,DE:3E:C7:A9:96:12:49:7C:30:B0:3F:7B:EC:C5:36:06:21:7E:B7:43:60:60:C6:16:9E:06:BE:9B:E0:27:E4:07,2489,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",nationalgeographic.com/history,History
