issuer,validity_start,validity_end,sha256_fingerprint,cert_length,public_key_length,secure_connection,encryption,error,website,category
E6,23-Aug-24,21-Nov-24,94:38:11:68:99:6A:FF:A1:4E:7D:B1:45:21:91:D6:01:AC:C7:EF:08:CD:EC:9A:7A:CE:83:C8:01:E7:24:BD:C2,925,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,daringfireball.net,Tech/Services
E6,21-Aug-24,19-Nov-24,2E:F0:BC:51:B5:EB:3B:07:F1:51:FB:7D:B8:FA:1C:52:BD:BE:14:3C:0C:B6:D7:63:2D:30:A1:B1:71:18:BC:C8,928,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,howtogeek.com,Tech/Services
WE1,29-Jun-24,27-Sep-24,97:4D:6D:95:74:97:95:57:EA:AB:FA:03:5A:88:E3:5F:D1:B7:11:55:F8:99:71:EB:31:04:B7:49:4E:A1:8D:60,945,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,groovypost.com,Tech/Services
WE1,25-Jul-24,23-Oct-24,7C:52:B8:44:41:40:D8:DE:49:0D:BE:CB:B4:E3:8C:11:AC:19:B7:C7:D7:71:16:51:F4:24:95:DD:C9:F6:15:F2,934,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,saylor.org,Education
WE1,11-Jul-24,09-Oct-24,1D:F8:CB:F6:2C:14:70:4D:E6:DA:CB:A1:8E:CD:92:38:4A:3E:F6:3F:E4:E4:7E:E2:5F:FF:18:E9:8D:C2:8C:1E,954,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,classcentral.com,Education
E5,28-Jul-24,26-Oct-24,A9:28:8A:2D:77:69:DB:7A:E3:7A:63:94:0E:17:B2:80:64:66:D3:87:FB:6B:20:81:50:41:CA:FD:EE:11:58:7E,920,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,futurelearn.com,Education
E6,23-Aug-24,21-Nov-24,51:62:77:A4:EA:66:61:8F:74:B7:E6:10:71:3A:71:40:27:7A:78:09:9E:AA:52:70:F1:96:1B:F0:99:E2:42:2C,1017,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,udemy.com,Education
E6,25-Jul-24,23-Oct-24,02:62:BC:9B:0B:E7:0A:78:7B:46:86:55:60:1B:D0:CF:E9:2C:4B:E1:05:CC:7E:B1:FE:B7:13:E8:6D:10:03:65,904,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,academicearth.org,Education
WE1,28-Jul-24,26-Oct-24,75:29:FA:05:1E:D6:F0:29:C4:8E:DE:3C:E9:AE:F8:7E:61:E4:BB:AD:F2:EB:AA:9B:CF:D6:6E:D3:C4:D8:30:0A,932,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,moodle.org,Education
WE1,18-Aug-24,17-Nov-24,39:D1:AE:77:05:AD:CD:DE:02:B6:C3:94:01:B2:A4:75:C0:8F:06:4F:14:D2:3B:C4:64:15:61:50:B5:DB:F3:B2,1057,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,snagajob.com,Jobs/Careers
Cloudflare Inc ECC CA-3,06-Mar-24,31-Dec-24,C0:01:2E:04:37:1B:A2:3C:6E:A6:6E:AC:2A:28:AC:AD:61:26:25:C9:C2:6E:45:01:36:DD:EE:0D:83:D0:E4:82,1387,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,glassdoor.com,Jobs/Careers
E5,20-Aug-24,18-Nov-24,32:6B:B7:AA:9A:80:C1:B0:12:2D:E3:D3:69:D2:DD:AE:22:77:7C:21:51:B4:B9:8E:E3:45:55:FA:96:93:8C:FA,930,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,indeed.com,Jobs/Careers
Cloudflare Inc ECC CA-3,29-Feb-24,31-Dec-24,6A:38:2C:CB:43:4F:B6:34:35:4D:A7:8B:30:59:B0:04:69:04:17:39:F9:00:67:1F:EF:B2:77:71:02:C1:13:54,1321,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,ziprecruiter.com,Jobs/Careers
WE1,11-Jul-24,09-Oct-24,BA:11:2D:26:F4:9F:0C:02:0A:75:57:01:76:9D:AE:B3:C0:09:FE:D5:33:3D:DA:A0:15:CA:52:FB:76:AC:98:CC,948,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,simplyhired.com,Jobs/Careers
E6,25-Aug-24,23-Nov-24,E0:FE:3D:77:E5:5B:F4:2B:E9:5F:CE:37:19:8F:D7:83:B7:7A:3D:B5:C4:F7:E6:47:67:C4:28:E3:D2:B6:3B:DE,896,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,angel.co,Jobs/Careers
WE1,11-Jul-24,09-Oct-24,60:DA:B3:64:0A:9F:2D:47:4D:32:0D:ED:A0:75:AC:BB:0A:4C:35:3C:EB:B4:04:39:ED:8C:8C:6F:27:20:77:50,937,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,weworkremotely.com,Jobs/Careers
WE1,24-Jul-24,22-Oct-24,7B:1F:F7:CE:CC:95:4A:A5:07:3A:0D:91:71:AC:E7:09:CA:B4:2A:D1:1F:67:FE:05:F4:B8:C4:F9:88:7D:36:1B,938,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,remoteok.io,Jobs/Careers
WE1,19-Aug-24,17-Nov-24,08:7C:D9:5B:01:BA:DD:BB:94:00:75:91:14:2F:BE:31:8F:A9:0E:E2:F8:0D:45:FE:06:AF:6E:83:2E:87:B3:77,1678,256,TRUE,"('ECDHE-ECDSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",,fiverr.com,Jobs/Careers
WE1,01-Aug-24,30-Oct-24,D2:27:E6:1C:62:41:E7:07:F4:F5:9B:AD:3F:88:E4:C6:1B:C0:B3:09:F0:2E:26:79:DF:AD:2C:58:13:8A:F9:37,934,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,toptal.com,Jobs/Careers
DigiCert SHA2 Extended Validation Server CA,16-May-24,16-May-25,4F:36:7B:C3:BC:58:0E:81:C4:B6:39:76:CC:A4:7F:A5:DF:44:2F:79:85:37:09:6E:FE:01:37:4F:7F:26:B9:2F,1788,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,ikea.com,Shopping/E-commerce
DigiCert TLS RSA SHA256 2020 CA1,20-Feb-24,20-Feb-25,9C:13:CC:E8:59:75:89:22:B6:81:EE:B3:56:1F:BA:E9:D8:75:75:1C:CE:4F:14:CD:D4:24:DD:40:E4:55:47:65,1525,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,dhgate.com,Shopping/E-commerce
GlobalSign Organization Validation CA - SHA256 - G3,13-May-24,14-Jun-25,13:82:FA:85:17:4D:14:C8:FA:45:AB:16:55:C2:59:CA:BB:40:23:02:37:70:4D:00:23:54:B5:96:41:52:BD:CC,3685,256,TRUE,"('ECDHE-ECDSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",,aliexpress.com,Shopping/E-commerce
Cloudflare Inc ECC CA-3,17-Oct-23,15-Oct-24,72:BF:54:5E:03:60:E2:CE:AC:2F:37:C2:E2:65:8A:E1:63:17:7C:D4:4B:48:A0:8B:59:09:B0:3C:1E:36:54:26,1314,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,truthsocial.com,Social Media
E5,17-Aug-24,15-Nov-24,D0:B6:2C:E7:00:06:53:E0:D9:A7:9B:DB:89:DA:A3:AA:D4:FC:1B:00:01:0A:50:15:A6:2F:31:40:1F:1F:3A:BD,998,256,TRUE,"('ECDHE-ECDSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",,medicinenet.com,Health/Wellness
E5,17-Aug-24,15-Nov-24,A3:A0:3A:2D:1D:4A:E4:DC:DE:C5:18:C2:68:48:30:EE:76:B2:4F:0F:30:3C:3E:31:F8:C5:B7:19:C2:8C:36:DC,1022,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,emedicinehealth.com,Health/Wellness
Cloudflare Inc ECC CA-3,17-May-24,31-Dec-24,42:4F:E7:92:59:20:CB:31:00:5D:2F:3B:F3:E7:81:DA:D4:06:1C:8C:D3:7E:3D:82:ED:DA:C1:DF:5C:3E:BC:84,1299,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,familydoctor.org,Health/Wellness
WE1,22-Aug-24,20-Nov-24,E8:A1:29:63:16:CB:68:18:AB:2B:F4:30:43:B7:A0:77:37:B6:97:1E:0A:1C:C7:E0:80:7D:35:EA:A0:88:B5:22,911,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,who.int,Health/Wellness
E5,14-Jul-24,12-Oct-24,45:A2:A7:EE:41:23:33:F9:C6:FE:D6:1E:30:F9:23:4B:25:38:EB:B6:BA:FE:BB:B0:DF:AD:A2:8B:84:83:EB:5A,895,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,betterment.com,Finance/Banking
DigiCert EV RSA CA G2,09-May-24,16-Nov-24,F0:BA:7B:5A:C6:63:D2:44:59:43:E3:82:6C:C6:46:64:3F:31:59:C3:65:97:E0:49:FA:0E:03:E7:C0:3A:B0:FF,1849,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,mint.com,Finance/Banking
DigiCert SHA2 Extended Validation Server CA,26-Apr-24,26-Apr-25,73:88:CF:66:FA:86:2F:35:A2:D5:A0:77:8A:6D:B1:69:1E:FE:10:29:9E:11:E0:6A:48:F4:AF:0A:0E:C4:E8:83,3245,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,apartments.com,Real Estate
DigiCert TLS RSA SHA256 2020 CA1,28-Jan-24,28-Jan-25,ED:AA:A0:47:10:AE:71:C4:EB:5B:36:E1:4A:82:A4:91:91:53:A1:A6:70:2E:54:FC:A5:16:EE:B9:89:9C:9C:A5,2068,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,homes.com,Real Estate
E5,14-Aug-24,12-Nov-24,DB:0B:47:14:E5:7A:E1:28:77:4D:EE:A5:E9:A2:57:50:D0:C1:E2:A4:9F:E2:4A:D4:3B:5B:41:5E:A6:D6:94:21,986,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,rent.com,Real Estate
WE1,26-Jul-24,24-Oct-24,9B:BB:5B:2A:DA:67:D2:4E:B1:05:7F:05:4E:D4:51:1A:33:52:74:C5:0E:D8:7E:2A:23:2B:4F:D8:2C:FC:59:46,940,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,rentcafe.com,Real Estate
DigiCert SHA2 Extended Validation Server CA,29-Jan-24,01-Feb-25,22:77:3B:2A:6C:18:BA:1F:A8:1C:89:70:96:18:7D:1E:EF:B7:1A:0C:F6:9E:21:BB:34:1E:63:1B:82:86:84:A1,3799,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,loopnet.com,Real Estate
DigiCert TLS RSA SHA256 2020 CA1,22-Jul-24,22-Jul-25,44:19:13:6B:49:91:49:1C:BA:A8:90:90:07:D2:53:CA:1B:18:9A:29:1C:9C:48:41:59:D4:7E:76:26:87:90:11,1549,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,landwatch.com,Real Estate
E5,22-Aug-24,20-Nov-24,49:8C:C4:E4:BB:71:49:BF:E2:4B:96:D4:91:67:C5:AE:D9:35:22:49:14:17:77:DD:00:A4:81:1E:58:A8:59:01,909,256,TRUE,"('ECDHE-ECDSA-AES256-GCM-SHA384', 'TLSv1.2', 256)",,news.ycombinator.com,News/Media
DigiCert TLS RSA SHA256 2020 CA1,10-Jun-24,10-Jun-25,CC:94:7C:4F:1D:EF:34:DF:ED:04:2F:E0:A9:48:56:02:07:62:71:2A:A8:00:D9:E1:7D:58:42:61:C3:E9:4B:26,1959,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,lefigaro.fr,News/Media
DigiCert TLS RSA SHA256 2020 CA1,05-Jun-24,05-Jun-25,2C:1E:11:48:4F:7B:C8:47:CB:9A:03:31:E8:3B:FC:64:B8:99:67:12:C5:F9:A1:7F:3C:C6:1D:08:4C:26:50:97,2597,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,abc.net.au,News/Media
DigiCert TLS RSA SHA256 2020 CA1,10-Jul-24,18-Dec-24,A6:16:CA:91:39:A4:0E:68:F1:3C:F7:F1:2E:A1:78:87:2A:FC:70:90:8E:8E:CD:E9:EF:78:74:A5:26:54:76:F3,1978,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,france24.com,News/Media
DigiCert TLS RSA SHA256 2020 CA1,08-Nov-23,08-Nov-24,1A:70:FF:93:F7:A1:96:DA:BB:BB:C0:5C:23:FF:B5:C9:55:96:7C:BA:6A:9F:75:81:5B:E2:81:BC:1B:21:83:DA,1541,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,globes.co.il,News/Media
E6,05-Aug-24,03-Nov-24,9E:55:0A:6E:FE:E5:9F:45:EF:3A:DE:92:35:A1:8E:A6:7F:18:68:48:35:23:B9:57:27:B8:2D:01:73:1A:F0:D8,906,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,tvline.com,Entertainment
E5,04-Aug-24,02-Nov-24,F0:6A:FA:A0:34:72:BB:9B:2C:5F:70:C7:42:EA:50:14:B6:BF:A0:1C:68:90:83:51:88:47:99:F4:25:EE:A5:CE,910,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,deadline.com,Entertainment
E6,28-Jun-24,26-Sep-24,CA:D2:A8:C2:20:F0:76:8E:47:90:0F:50:4D:43:65:38:4B:56:7F:6F:31:14:69:BE:15:DE:0D:8F:EE:77:06:57,938,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,hollywoodreporter.com,Entertainment
E5,15-Jul-24,13-Oct-24,2E:0D:0D:1F:40:2D:23:E6:CB:79:74:3E:39:C9:04:F1:19:37:5D:D2:8A:4B:F4:EF:1E:F9:AC:59:DB:CE:CF:AA,908,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,variety.com,Entertainment
E5,29-Jun-24,27-Sep-24,1C:2D:E7:79:F6:1E:0D:F2:1E:89:AB:E0:03:22:06:B7:0B:7D:37:30:06:8B:45:C2:71:56:4D:77:21:24:BB:0F,924,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,rollingstone.com,Entertainment
E6,23-Aug-24,21-Nov-24,41:F3:19:FF:FD:19:74:AF:32:A7:A0:57:62:2F:C7:45:C1:75:A6:6F:14:D4:02:24:02:26:EA:68:22:8F:C6:F4,951,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,screenrant.com,Entertainment
DigiCert TLS RSA SHA256 2020 CA1,30-Jul-24,30-Jul-25,2E:80:F5:A2:76:CA:5C:E7:69:87:1F:1F:EA:E1:96:66:4C:C3:CB:B9:CB:3E:53:47:26:9F:65:1A:90:9D:C6:57,1522,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,nbc.com,Entertainment
WE1,12-Aug-24,10-Nov-24,F3:48:DD:6D:2B:14:57:2F:EE:B1:C4:80:2F:CA:BF:CB:04:E7:F1:63:A1:F4:AF:B7:06:A1:12:17:A2:A8:FD:6D,964,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,animenewsnetwork.com,Entertainment
WE1,12-Aug-24,10-Nov-24,E0:17:24:33:DE:B6:81:8D:FC:4A:17:7E:FE:94:77:64:BB:36:B9:04:5A:42:E2:E3:1F:18:24:32:88:62:A5:9A,937,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,gizmodo.com,Tech/Services
DigiCert SHA2 High Assurance Server CA,08-Aug-24,29-Jan-25,05:7D:0C:15:C5:F6:2F:84:8A:94:92:D5:45:08:42:56:CB:41:9D:FD:F5:7A:04:3D:A9:7C:42:4E:07:87:0C:2B,3129,256,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",,engadget.com,Tech/Services
WE1,21-Aug-24,19-Nov-24,7D:CC:29:E8:9F:4D:3F:FE:1D:8F:7C:FF:94:74:02:C4:6D:F8:A3:24:5B:EC:B8:EA:CB:E5:3F:89:3C:2D:CB:DE,1151,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,macrumors.com,Tech/Services
WE1,10-Aug-24,08-Nov-24,39:30:5B:8D:F8:CF:AB:1E:0F:BD:64:DC:5E:77:66:E1:5D:76:C2:53:4F:26:49:50:5B:B5:38:D6:2D:6A:DD:8E,945,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,lifehacker.com,Tech/Services
E6,17-Aug-24,15-Nov-24,0F:27:BA:01:05:75:CB:B4:8D:2A:EC:1E:8A:BC:6B:6E:54:5B:87:C3:0D:E4:C2:69:0A:72:9E:5B:B3:6C:26:AE,940,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,9to5google.com,Tech/Services
WE1,14-Aug-24,12-Nov-24,B5:6C:6C:9E:89:7C:A1:9E:45:B8:D9:74:C0:C9:17:87:12:D6:2F:59:34:EE:57:C6:6B:5C:1F:E3:7F:84:F4:ED,940,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,techspot.com,Tech/Services
E6,05-Aug-24,03-Nov-24,0C:6A:84:B5:29:42:B5:4C:AE:29:98:9A:61:C5:7F:E3:63:F9:18:2E:D6:A7:78:83:F0:FB:19:23:35:CB:0D:B8,923,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,androidpolice.com,Tech/Services
E6,06-Aug-24,04-Nov-24,7C:4C:30:3F:4D:63:A4:B0:A9:62:16:D9:13:B9:57:D9:F0:84:DB:F5:4D:73:5E:81:63:44:FE:21:CE:61:B7:C4,926,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,xda-developers.com,Tech/Services
E5,25-Jul-24,23-Oct-24,1F:A5:6D:D4:2B:1E:09:FA:AF:83:07:AB:A1:68:66:F1:06:4B:E3:04:4F:32:EE:AB:47:2A:53:3F:9E:07:7F:C5,909,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,buffer.com,Tech/Services
E5,10-Jul-24,08-Oct-24,AA:B2:E3:93:0A:9B:5A:06:7D:3B:77:FD:8A:31:DA:32:08:DD:86:56:DF:38:9E:56:73:55:0B:62:20:31:70:D8,902,256,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",,asana.com,Tech/Services
WR2,30-Jul-24,22-Oct-24,06:5E:3B:66:39:0A:5D:3C:7C:E5:1F:27:34:24:42:60:64:53:B3:D9:8E:4D:4E:97:F5:B7:08:B5:9D:19:0A:0A,3600,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,google.com/scholar,Education
E6,26-Jun-24,24-Sep-24,7B:49:0B:02:F1:FC:19:5A:F0:18:0F:4F:03:41:4D:CF:C1:EF:D9:61:CF:C8:70:69:DC:1D:36:FE:03:3E:91:59,908,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,harvard.edu,Education
Cloudflare Inc ECC CA-3,15-May-24,31-Dec-24,02:94:E7:3D:F9:41:2A:06:12:A3:DA:8D:2F:F7:53:56:9D:9E:41:27:84:C7:04:35:55:99:17:31:D7:D4:F9:E4,1290,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,berkeley.edu,Education
WE1,16-Jul-24,14-Oct-24,D4:36:E3:80:DB:00:CF:3F:86:39:83:11:BD:D0:DD:E2:0C:F3:8F:24:B0:48:54:33:60:62:60:D2:F7:20:B3:BB,942,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,jobstreet.com,Jobs/Careers
WE1,07-Aug-24,05-Nov-24,C4:29:33:89:E6:B7:7E:48:36:A2:5C:34:3A:21:8D:5E:A6:36:6B:0A:20:C9:C3:94:A0:CC:80:0E:5F:BF:50:C6,919,256,TRUE,"('ECDHE-ECDSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",,reed.co.uk,Jobs/Careers
Cloudflare Inc ECC CA-3,29-Feb-24,31-Dec-24,00:BA:D3:F0:0F:FB:9A:D0:12:0F:1E:B7:01:77:11:77:C7:45:92:0F:17:2F:9A:4D:F3:9B:E0:EE:B3:F5:FB:3F,1529,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,manpower.com,Jobs/Careers
DigiCert TLS RSA SHA256 2020 CA1,14-Aug-24,14-Aug-25,F4:24:73:4A:26:5C:90:00:4C:4B:F6:BA:71:9A:D9:C2:93:70:9E:7D:9F:E2:A4:55:0A:BF:E5:ED:BC:E1:4A:91,1772,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,zara.com,Shopping/E-commerce
WE1,02-Jul-24,30-Sep-24,56:C4:CA:F6:C6:C8:32:D4:12:30:54:4E:66:90:38:2E:83:98:D9:F8:69:D7:D0:D8:0A:EB:76:85:BC:F6:23:20,928,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,minds.com,Social Media
Sectigo ECC Extended Validation Secure Server CA,12-Dec-23,11-Jan-25,63:56:85:34:0E:26:E1:07:6F:E5:FF:1F:6D:32:9D:42:6B:00:53:3F:D3:06:C4:16:A8:63:23:DA:1E:06:A2:84,1494,384,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,newgrounds.com,Social Media
E5,22-Aug-24,20-Nov-24,8B:67:96:01:8E:13:DB:85:0E:0E:D7:DF:99:FA:0E:B7:46:48:5D:6A:90:BF:D2:A8:94:06:46:60:D0:F4:D1:D8,948,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,medscape.com,Health/Wellness
E6,17-Aug-24,15-Nov-24,9E:C7:6D:D9:D7:85:8B:B5:B7:70:5E:B5:15:E6:FE:E7:33:45:55:91:9C:A2:C8:F7:D1:01:34:C1:70:C6:6B:5C,972,256,TRUE,"('ECDHE-ECDSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",,rxlist.com,Health/Wellness
DigiCert Global G3 TLS ECC SHA384 2020 CA1,25-Jun-24,22-Jul-25,79:14:59:D4:77:F8:13:42:EE:C0:0F:E3:CE:8C:4A:D9:CA:F6:B7:B6:B1:9E:33:F6:B1:B4:66:1B:F7:71:86:FC,1375,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,drugs.com,Health/Wellness
WE1,25-Jul-24,24-Oct-24,ED:45:27:AF:87:E0:E2:4B:8E:71:FF:87:E1:C1:60:C7:E7:B1:81:E9:AA:76:50:A9:75:F0:40:30:95:9E:23:07,997,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,myfitnesspal.com,Health/Wellness
WE1,09-Aug-24,08-Nov-24,42:7A:4D:75:D9:53:73:91:90:74:A7:BE:AE:56:72:66:63:F9:AB:C8:22:92:A5:AC:D9:E9:BF:56:A6:8A:64:D2,933,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,loseit.com,Health/Wellness
E5,21-Aug-24,19-Nov-24,E1:99:AF:F1:F3:CF:55:BA:4D:9E:F5:F0:6D:04:C3:14:35:25:06:66:0E:FE:75:20:ED:B4:0E:6C:95:A2:E8:E5,920,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,nydailynews.com,News/Media
E5,07-Aug-24,05-Nov-24,B2:33:D9:E6:44:10:D7:72:9E:A0:7E:FE:3A:A5:D1:0F:CD:6B:10:D4:C5:7B:DB:BC:48:20:95:4E:71:C1:D1:D8,901,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,vice.com,News/Media
E6,15-Aug-24,13-Nov-24,02:45:A4:22:BB:84:E3:83:40:00:89:AC:9B:17:59:01:80:13:FC:75:9C:F6:75:A2:A2:AD:94:82:40:5E:F3:2B,912,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,theonion.com,News/Media
WE1,17-Aug-24,15-Nov-24,C9:00:65:63:5F:45:9D:6B:30:3E:F1:86:76:53:B0:84:F9:8A:11:90:5D:FC:97:1E:2C:F4:26:25:2A:BB:DE:FC,934,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,boston.com,News/Media
E5,21-Aug-24,19-Nov-24,D8:70:D0:ED:26:E9:05:46:42:81:83:77:99:49:68:77:42:0E:A1:D6:97:34:4D:EA:49:DB:15:FB:01:25:98:5E,928,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,chicagotribune.com,News/Media
WE1,22-Aug-24,20-Nov-24,BF:6B:88:52:AE:2E:CB:15:D7:0A:E9:E5:70:82:02:8E:B4:CD:F2:D9:69:5E:39:F9:0D:85:C0:7F:82:99:B7:36,947,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,theplaylist.net,Entertainment
WE1,13-Jul-24,11-Oct-24,FC:0F:A3:E8:40:0A:9A:43:CA:24:45:E0:7B:FB:77:8F:EC:DF:EC:99:B2:FD:E5:D1:2B:DF:9A:3E:63:D2:AC:9C,954,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,broadwayworld.com,Entertainment
WE1,26-Jul-24,24-Oct-24,17:56:A9:6C:83:B4:33:6D:74:7D:C7:CA:4E:F4:15:61:9A:8F:EB:1D:0F:37:26:3B:B4:F8:67:B3:6F:4E:A6:2D,931,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,pcmag.com,Tech/Services
E6,22-Aug-24,20-Nov-24,5D:AB:49:CC:CF:C1:B1:93:82:86:8D:89:73:2F:A7:0B:9B:E1:09:56:68:31:F8:2B:45:18:7F:84:73:58:53:24,950,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,ghacks.net,Tech/Services
E5,22-Aug-24,20-Nov-24,FA:D4:0A:D8:C1:0A:90:B2:79:9F:E4:CD:47:47:B6:14:64:C8:C1:E5:0B:15:17:73:41:C2:14:B9:A9:57:64:91,931,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,makeuseof.com,Tech/Services
WR2,30-Jul-24,22-Oct-24,8C:8D:09:9D:CF:94:5C:AA:2B:6E:C6:00:B5:08:98:31:78:5A:45:8F:EB:4C:A3:C1:56:8F:29:AA:12:94:90:F0,1152,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,classroom.google.com,Education
